Reconstruction Ruleset,closest0,closest1,closest2,closest3,closest4,closest5,closest6,closest7,closest8,closest9,DurationTurns_Expected,DurationTurns_Current,DurationTurnsStdDev_Expected,DurationTurnsStdDev_Current,DurationTurnsNotTimeouts_Expected,DurationTurnsNotTimeouts_Current,DecisionMoves_Expected,DecisionMoves_Current,BoardCoverageDefault_Expected,BoardCoverageDefault_Current,AdvantageP1_Expected,AdvantageP1_Current,Balance_Expected,Balance_Current,Completion_Expected,Completion_Current,Timeouts_Expected,Timeouts_Current,Drawishness_Expected,Drawishness_Current,PieceNumberAverage_Expected,PieceNumberAverage_Current,BoardSitesOccupiedAverage_Expected,BoardSitesOccupiedAverage_Current,BranchingFactorAverage_Expected,BranchingFactorAverage_Current,DecisionFactorAverage_Expected,DecisionFactorAverage_Current
Macheng Ruleset/Macheng (Ludii 7) (Reconstructed),Niranchy,Nine Men's Morris,Nerenchi Keliya,Nao Guti,Tule Paid,Sam K'i,Triodi (Diagonal),Six Men's Morris Ruleset/Murray (Suggested),Sujjua,Triodi,272.5182352941176,42.18,478.50235294117647,6.59,73.32000000000001,42.18,0.9647058823529411,0.98,0.8741176470588236,0.87,0.5823529411764706,0.32,0.6305882352941177,0.64,0.9164705882352943,1.0,0.08294117647058824,0.0,0.0835294117647059,0.0,11.378235294117648,9.66,0.4829411764705882,0.4,11.751764705882351,10.01,12.10470588235294,10.15
Macheng Ruleset/Macheng (Ludii 8) (Reconstructed),Niranchy,Nao Guti,Triodi (Diagonal),Mlabalaba,Twelve Men's Morris Ruleset/With Diagonal (Suggested),Tule Paid,Mulabalaba,Fettas,Nerenchi Keliya,Tsoro Yemutwelve,231.54857142857142,64.56,465.41428571428565,244.8,84.52142857142859,39.96,0.9685714285714286,0.98,0.8928571428571429,0.82,0.6285714285714287,0.52,0.595,0.97,0.9364285714285715,0.99,0.062142857142857146,0.01,0.06357142857142857,0.01,11.902142857142858,9.52,0.495,0.4,11.817142857142857,10.82,12.137142857142859,11.06
Macheng Ruleset/Macheng (Ludii 9) (Reconstructed),Niranchy,Marelle Triple,Nine Men's Morris,Nao Guti,La Chascona,Twelve Men's Morris Ruleset/With Diagonal (Suggested),Six Men's Morris Ruleset/Murray (Suggested),Nerenchi Keliya,Sujjua,Mylna,387.30523809523805,115.3,544.3257142857143,384.8,147.02285714285716,66.67,0.961904761904762,0.98,0.8933333333333334,0.86,0.571904761904762,0.43,0.66,0.86,0.8857142857142858,0.98,0.11333333333333331,0.02,0.11428571428571425,0.02,11.578095238095239,9.79,0.4990476190476191,0.41,11.278571428571428,9.8,11.64142857142857,10.02
Macheng Ruleset/Macheng (Ludii 10) (Reconstructed),Nao Guti,Xonin Shatar (Simple),Triodi (Diagonal),Tule Paid,Fettas,Twelve Men's Morris Ruleset/With Diagonal (Suggested),Six Men's Morris Ruleset/Cyningstan (Suggested),Mulabalaba,Marelle Triple,Sam K'i,409.69249999999994,2425.0,477.11249999999995,422.0,235.86875000000003,26.0,0.9718749999999999,0.53,0.90625,0.84,0.6256250000000001,0.5,0.619375,1.0,0.8631249999999999,0.0,0.135625,0.97,0.136875,1.0,11.891874999999999,5.91,0.5031249999999999,0.25,11.246875000000001,9.61,11.535,17.57
Ijil Buga Ruleset/Ijil Buga (Ludii 1) (Reconstructed),Juroku Musashi Ruleset/Juroku Musashi (Described),Bam Blang Beh Khla,Mysore Tiger Game (Two Tigers),Mao Naga Tiger Game,Awithlaknan Mosona,Fox and Geese Ruleset/Seventeen Geese (Described),Komikan Ruleset/MapuChess (Described),Lau Kata Kati,Orissa Tiger Game (One Tiger),Adugo,2047.6593548387098,2427.0,373.0032258064516,349.0,1314.723870967742,1289.0,0.9458064516129032,1.0,0.9580645161290321,0.72,0.5470967741935484,0.53,0.7906451612903225,0.94,0.2725806451612903,0.06,0.7274193548387097,0.94,0.7274193548387097,0.94,10.433548387096774,17.03,0.3745161290322581,0.23,10.114193548387101,40.95,10.618387096774194,40.96
Ijil Buga Ruleset/Ijil Buga (Ludii 2) (Reconstructed),Adugo,Gasetavl,Mysore Tiger Game (Two Tigers),Lau Kata Kati,Fox and Geese Ruleset/Thirteen Geese Murray (Described),Orissa Tiger Game (One Tiger),Awithlaknan Mosona,Juroku Musashi Ruleset/Juroku Musashi (Described),Bam Blang Beh Khla,Fox and Geese Ruleset/Seventeen Geese (Described),2126.217419354839,2432.0,330.9935483870967,318.6,1409.8045161290324,1154.0,0.9532258064516127,1.0,0.9635483870967745,0.71,0.5245161290322581,0.53,0.8293548387096773,0.95,0.24612903225806448,0.05,0.7538709677419355,0.95,0.7538709677419355,0.95,10.111612903225808,16.78,0.3670967741935485,0.22,9.795806451612906,39.58,10.114193548387101,39.59
Ijil Buga Ruleset/Ijil Buga (Ludii 3) (Reconstructed),Mao Naga Tiger Game,Orissa Tiger Game (One Tiger),Lau Kata Kati,Fox and Geese Ruleset/Thirteen Geese Murray (Described),Pulijudamu,Bam Blang Beh Khla,Juroku Musashi Ruleset/Juroku Musashi (Described),Fox and Geese Ruleset/Seventeen Geese (Described),Komikan Ruleset/MapuChess (Described),Manu,2214.879,2490.0,291.2305,68.62,1431.7640000000001,2049.0,0.9424999999999999,1.0,0.9705,0.72,0.5045000000000001,0.51,0.8620000000000001,0.98,0.17400000000000002,0.02,0.8260000000000002,0.98,0.8260000000000002,0.98,9.1745,17.06,0.35650000000000004,0.23,8.6485,39.6,9.008999999999999,39.6
Ijil Buga Ruleset/Ijil Buga (Ludii 4) (Reconstructed),Awithlaknan Mosona,Orissa Tiger Game (One Tiger),Bam Blang Beh Khla,Juroku Musashi Ruleset/Juroku Musashi (Described),Mysore Tiger Game (Two Tigers),Lau Kata Kati,Fox and Geese Ruleset/Thirteen Geese Murray (Described),Fox and Geese Ruleset/Seventeen Geese (Described),Adugo,Gasetavl,2114.301379310345,2481.0,326.1448275862069,90.96,1385.791034482759,2042.0,0.9500000000000001,1.0,0.9610344827586207,0.72,0.5282758620689655,0.52,0.8210344827586209,0.96,0.24448275862068966,0.04,0.7555172413793104,0.96,0.7555172413793104,0.96,9.93793103448276,16.85,0.3662068965517241,0.22,9.59241379310345,39.43,9.932758620689658,39.43
Ijil Buga Ruleset/Ijil Buga (Ludii 5) (Reconstructed),Fox and Geese Ruleset/Thirteen Geese Murray (Described),Musinaykahwhanmetowaywin,Lau Kata Kati,Adugo,Felli Ruleset/Simplified (Suggested),Refskak,Sher Bakr,Bam Blang Beh Khla,Kaua Dorki,Gasetavl,2417.133333333333,2500.0,104.7,0.0,2161.54,2500.0,0.9313333333333332,1.0,0.9526666666666667,0.76,0.516,0.5,0.9606666666666667,1.0,0.03933333333333334,0.0,0.9606666666666667,1.0,0.9606666666666667,1.0,7.953333333333334,11.67,0.39733333333333337,0.16,6.934666666666666,32.68,7.354,32.68
Ijil Buga Ruleset/Ijil Buga (Ludii 6) (Reconstructed),Mao Naga Tiger Game,Lau Kata Kati,Diviyan Keliya,Juroku Musashi Ruleset/Juroku Musashi (Described),Orissa Tiger Game (One Tiger),Komikan Ruleset/MapuChess (Described),Bam Blang Beh Khla,Pulijudamu,Fox and Geese Ruleset/Thirteen Geese Murray (Described),Manu,2198.5514285714285,2478.0,299.12904761904764,176.2,1448.68,1422.0,0.9452380952380953,1.0,0.9719047619047619,0.72,0.5252380952380953,0.51,0.8266666666666668,0.98,0.2076190476190476,0.02,0.7923809523809524,0.98,0.7923809523809524,0.98,9.152380952380952,17.2,0.3480952380952381,0.23,8.840952380952382,39.74,9.184761904761904,39.74
Ijil Buga Ruleset/Ijil Buga (Ludii 7) (Reconstructed),Mysore Tiger Game (Two Tigers),Mao Naga Tiger Game,Diviyan Keliya,Lau Kata Kati,Pulijudamu,Orissa Tiger Game (One Tiger),Juroku Musashi Ruleset/Juroku Musashi (Described),Komikan Ruleset/MapuChess (Described),Gasetavl (Gedved),Bam Blang Beh Khla,2198.5514285714285,2473.0,299.12904761904764,151.5,1448.6799999999998,1973.0,0.9452380952380953,1.0,0.9719047619047619,0.72,0.5252380952380953,0.53,0.8266666666666668,0.95,0.2076190476190476,0.05,0.7923809523809524,0.95,0.7923809523809524,0.95,9.152380952380954,17.34,0.34809523809523807,0.23,8.840952380952382,40.2,9.184761904761904,40.21
Ijil Buga Ruleset/Ijil Buga (Ludii 8) (Reconstructed),Adugo,Mao Naga Tiger Game,Orissa Tiger Game (One Tiger),Lau Kata Kati,Awithlaknan Mosona,Bam Blang Beh Khla,Juroku Musashi Ruleset/Juroku Musashi (Described),Fox and Geese Ruleset/Thirteen Geese Murray (Described),Komikan Ruleset/MapuChess (Described),Kaua Dorki,2124.624666666667,2209.0,309.8423333333333,781.4,1428.838,266.2,0.9516666666666665,1.0,0.9620000000000001,0.92,0.5223333333333333,0.45,0.8286666666666667,0.89,0.23666666666666664,0.13,0.7633333333333334,0.87,0.7633333333333334,0.87,10.924999999999999,31.61,0.37633333333333346,0.42,10.234000000000004,35.51,10.565000000000001,35.57
Ijil Buga Ruleset/Ijil Buga (Ludii 9) (Reconstructed),Adugo,Awithlaknan Mosona,Diviyan Keliya,Juroku Musashi Ruleset/Juroku Musashi (Described),Mao Naga Tiger Game,Orissa Tiger Game (One Tiger),Lau Kata Kati,Komikan Ruleset/MapuChess (Described),Mysore Tiger Game (Two Tigers),Bam Blang Beh Khla,2109.5246666666667,2461.0,317.29999999999995,228.4,1404.538,1221.0,0.9516666666666665,1.0,0.9620000000000001,0.89,0.5423333333333334,0.52,0.797,0.97,0.2603333333333333,0.03,0.7396666666666668,0.97,0.7396666666666668,0.97,12.043333333333331,17.33,0.3796666666666668,0.23,9.838666666666667,39.62,10.169,39.62
Ijil Buga Ruleset/Ijil Buga (Ludii 10) (Reconstructed),Pulijudamu,Bouge Shodra,Mysore Tiger Game (Two Tigers),Orissa Tiger Game (One Tiger),Fox and Geese Ruleset/Seventeen Geese (Described),Juroku Musashi Ruleset/Juroku Musashi (Described),Lau Kata Kati,Bam Blang Beh Khla,Awithlaknan Mosona,Fox and Geese Ruleset/Thirteen Geese Murray (Described),2201.483846153846,2473.0,331.9426923076923,202.1,1376.6530769230772,1603.0,0.9519230769230769,1.0,0.958846153846154,0.79,0.49500000000000005,0.52,0.8742307692307691,0.97,0.18807692307692309,0.03,0.8119230769230771,0.97,0.8119230769230771,0.97,12.528076923076924,11.49,0.3830769230769231,0.15,9.890769230769232,32.17,10.235384615384616,32.17
Ikh Buga Ruleset/Ikh Buga (Ludii 1) (Reconstructed),Awithlaknan Mosona,Egara Guti,Bam Blang Beh Khla,Kolowis Awithlaknannai,Lau Kata Kati,Nuktagaq,Mao Naga Tiger Game,Adugo,Juroku Musashi Ruleset/Juroku Musashi (Described),Orissa Tiger Game (One Tiger),2266.5860000000002,2483.0,281.72533333333325,162.4,1453.1326666666669,867.0,0.959,1.0,0.9616666666666668,0.55,0.4980000000000001,0.51,0.8923333333333332,0.99,0.1463333333333333,0.01,0.8536666666666667,0.99,0.8536666666666667,0.99,10.865,24.65,0.36933333333333335,0.19,10.57766666666667,98.84,10.869,98.84
Ikh Buga Ruleset/Ikh Buga (Ludii 2) (Reconstructed),Sher Bakr,Lau Kata Kati,Manu,Fox and Geese Ruleset/Thirteen Geese Murray (Described),Orissa Tiger Game (One Tiger),Bam Blang Beh Khla,Juroku Musashi Ruleset/Juroku Musashi (Described),Felli Ruleset/Simplified (Suggested),Komikan Ruleset/MapuChess (Described),Adugo,2392.3,2500.0,180.685,0.0,1789.225,2500.0,0.9454999999999998,1.0,0.9514999999999999,0.57,0.5290000000000001,0.5,0.923,1.0,0.079,0.0,0.921,1.0,0.921,1.0,8.397499999999997,24.65,0.35750000000000004,0.19,8.013000000000002,95.18,8.3495,95.18
Ikh Buga Ruleset/Ikh Buga (Ludii 3) (Reconstructed),Lau Kata Kati,Bam Blang Beh Khla,Komikan Ruleset/MapuChess (Described),Fox and Geese Ruleset/Thirteen Geese Murray (Described),Sher Bakr,Gasetavl,Juroku Musashi Ruleset/Juroku Musashi (Described),Felli Ruleset/Simplified (Suggested),Orissa Tiger Game (One Tiger),Adugo,2418.4736842105262,2500.0,164.98947368421054,0.0,1790.1842105263158,2500.0,0.9426315789473684,1.0,0.9489473684210525,0.59,0.5094736842105263,0.5,0.9605263157894737,1.0,0.039473684210526314,0.0,0.9605263157894737,1.0,0.9605263157894737,1.0,8.34157894736842,21.33,0.3663157894736842,0.17,7.741052631578946,77.91,8.093684210526316,77.91
Len Sake Ruleset/Len Sake (Ludii 1) (Reconstructed),Ssang-Ryouk,Fallas,Seys Dos y As,Laquet,Todas Tablas,Doblet,Los Doze Canes,Quinze Tablas,Buffa de Baldrac,Pareia de Entrada Ruleset/Pareia de Entrada (Described),651.8123076923077,1.0,199.24461538461537,0.0,710.6507692307694,1.0,0.9153846153846152,1.0,0.9661538461538461,0.04,0.49076923076923074,1.0,0.7915384615384615,0.0,0.7546153846153845,1.0,0.20846153846153845,0.0,0.24538461538461537,0.0,21.786923076923078,0.5,0.5346153846153846,0.02,15.495384615384616,2.0,16.19076923076923,2.0
Len Sake Ruleset/Len Sake (Ludii 2) (Reconstructed),Los Doze Canes,Fallas,Seys Dos y As,Todas Tablas,Quinze Tablas,Emperador,Doblet,Buffa de Baldrac,Pareia de Entrada Ruleset/Pareia de Entrada (Described),Ssang-Ryouk,651.8123076923077,18.26,199.2446153846154,2.49,710.6507692307694,18.26,0.9153846153846155,0.72,0.9661538461538461,0.71,0.49076923076923074,1.0,0.7915384615384615,0.0,0.7546153846153845,1.0,0.20846153846153845,0.0,0.24538461538461537,0.0,21.786923076923074,13.43,0.5346153846153846,0.34,15.495384615384616,3.6,16.19076923076923,4.6
Len Sake Ruleset/Len Sake (Ludii 3) (Reconstructed),Pareia de Entrada Ruleset/Pareia de Entrada (Described),Cab e Quinal Ruleset/Fixed Die (Described),Doblet,Los Doze Canes,Todas Tablas,Seys Dos y As,Buffa de Baldrac,Quinze Tablas,Fallas,Laquet,668.9633333333333,1.0,164.69,0.0,747.5883333333335,1.0,0.9533333333333333,0.73,0.9633333333333334,0.04,0.49,1.0,0.7741666666666666,0.0,0.7408333333333333,1.0,0.21916666666666665,0.0,0.2591666666666667,0.0,21.449166666666667,0.47,0.5358333333333333,0.02,16.445833333333336,2.11,16.9025,1.84
Len Sake Ruleset/Len Sake (Ludii 4) (Reconstructed),Doblet,Seys Dos y As,Los Doze Canes,Fallas,Todas Tablas,Quinze Tablas,Buffa de Baldrac,Pareia de Entrada Ruleset/Pareia de Entrada (Described),Cab e Quinal Ruleset/Fixed Die (Described),Laquet,668.9633333333334,1.0,164.69000000000003,0.0,747.5883333333335,1.0,0.9533333333333333,0.61,0.9633333333333334,0.04,0.49,1.0,0.7741666666666666,0.0,0.7408333333333333,1.0,0.21916666666666665,0.0,0.25916666666666666,0.0,21.449166666666667,0.46,0.5358333333333333,0.02,16.445833333333333,2.1,16.9025,1.71
Len Sake Ruleset/Len Sake (Ludii 5) (Reconstructed),Imperial,Doblet,Emperador,Cab e Quinal Ruleset/Fixed Die (Described),Los Doze Canes,Laquet,Pareia de Entrada Ruleset/Pareia de Entrada (Described),Seys Dos y As,Quinze Tablas,Fallas,803.3475000000001,2500.0,176.23,0.0,947.8600000000001,2500.0,0.915625,0.2,0.9725,1.0,0.49687499999999996,0.5,0.8212499999999999,1.0,0.6525000000000001,0.0,0.31749999999999995,1.0,0.3475,1.0,22.458750000000002,25.12,0.5443749999999999,0.18,15.203750000000001,4.66,15.943124999999997,19.1
Len Sake Ruleset/Len Sake (Ludii 6) (Reconstructed),Seys Dos y As,Todas Tablas,Doblet,Quinze Tablas,Pareia de Entrada Ruleset/Pareia de Entrada (Described),Emperador,Fallas,Los Doze Canes,Cab e Quinal Ruleset/Cab e Quinal (Described),Ssang-Ryouk,679.9685714285715,1.23,201.4057142857143,0.42,726.1257142857143,1.23,0.9035714285714286,0.86,0.9685714285714286,0.05,0.49642857142857144,0.77,0.7957142857142856,0.46,0.7457142857142858,1.0,0.22000000000000003,0.0,0.25428571428571434,0.0,21.381428571428568,0.76,0.5307142857142857,0.03,15.05642857142857,2.67,15.90142857142857,2.77
Len Sake Ruleset/Len Sake (Ludii 7) (Reconstructed),Ssang-Ryouk,Fallas,Seys Dos y As,Laquet,Todas Tablas,Doblet,Los Doze Canes,Quinze Tablas,Buffa de Baldrac,Pareia de Entrada Ruleset/Pareia de Entrada (Described),651.8123076923077,1.0,199.24461538461537,0.0,710.6507692307694,1.0,0.9153846153846152,1.0,0.9661538461538461,0.04,0.49076923076923074,1.0,0.7915384615384615,0.0,0.7546153846153845,1.0,0.20846153846153845,0.0,0.24538461538461537,0.0,21.786923076923078,0.5,0.5346153846153846,0.02,15.495384615384616,2.0,16.19076923076923,2.0
Len Sake Ruleset/Len Sake (Ludii 8) (Reconstructed),Ssang-Ryouk,Fallas,Seys Dos y As,Laquet,Todas Tablas,Doblet,Los Doze Canes,Quinze Tablas,Buffa de Baldrac,Pareia de Entrada Ruleset/Pareia de Entrada (Described),651.8123076923077,1.0,199.24461538461537,0.0,710.6507692307694,1.0,0.9153846153846152,1.0,0.9661538461538461,0.04,0.49076923076923074,1.0,0.7915384615384615,0.0,0.7546153846153845,1.0,0.20846153846153845,0.0,0.24538461538461537,0.0,21.786923076923078,0.5,0.5346153846153846,0.02,15.495384615384616,2.0,16.19076923076923,2.0
Len Sake Ruleset/Len Sake (Ludii 9) (Reconstructed),Todas Tablas,Doblet,Cab e Quinal Ruleset/Fixed Die (Described),Los Doze Canes,Pareia de Entrada Ruleset/Pareia de Entrada (Described),Fallas,Cab e Quinal Ruleset/Cab e Quinal (Described),Quinze Tablas,Seys Dos y As,Laquet,697.9661538461538,1.0,169.6753846153846,0.0,761.4123076923078,1.0,0.9376923076923076,0.6,0.9661538461538461,0.04,0.49615384615384617,1.0,0.7799999999999999,0.0,0.7323076923076923,1.0,0.2307692307692308,0.0,0.2676923076923077,0.0,21.03846153846154,1.48,0.5315384615384615,0.03,15.900000000000002,1.99,16.536153846153848,2.35
Len Sake Ruleset/Len Sake (Ludii 10) (Reconstructed),Quinze Tablas,Doblet,Seys Dos y As,Fallas,Pareia de Entrada Ruleset/Pareia de Entrada (Described),Los Doze Canes,Pente Grammai Ruleset/Locos Ludi Race (Scholarly),Cab e Quinal Ruleset/Fixed Die (Described),Pente Grammai Ruleset/Locus Ludi Knock-Off Mode (Scholarly),Ssang-Ryouk,615.911875,1939.0,219.48062499999997,1025.0,644.14125,62.83,0.825625,0.33,0.9656250000000001,1.0,0.49187499999999995,0.4,0.80875,0.79,0.7725,0.23,0.1975,0.77,0.2275,0.77,19.650624999999998,17.87,0.52875,0.2,13.346874999999999,4.77,14.181875,12.47
Ufuba wa Hulana Ruleset/Ufuba wa Hulana (Ludii 1) (Reconstructed),Sabou'iyya,Yote,Kharebga (5x5),Shantarad,Choko,Koruboddo,Seega Ruleset/Khamsawee (Observed),Tides,Seega Ruleset/Sebawee (Observed),T'oki,1507.4461538461537,1732.0,682.6153846153845,1097.0,871.786923076923,308.3,0.9769230769230769,0.96,0.9900000000000001,1.0,0.5946153846153847,0.64,0.6576923076923078,0.73,0.5007692307692307,0.35,0.49923076923076926,0.65,0.49923076923076926,0.65,15.08153846153846,15.31,0.48846153846153845,0.61,12.349230769230768,9.07,12.573076923076922,9.36
Ufuba wa Hulana Ruleset/Ufuba wa Hulana (Ludii 2) (Reconstructed),Shantarad,Gala,Three Musketeers,Yote,Sabou'iyya,Seega Ruleset/Khamsawee (Observed),Kharebga (5x5),T'oki,Santorini,Natt Klab ash-Shawk,1276.380666666667,1758.0,594.8126666666667,1069.0,735.4953333333334,319.0,0.9533333333333334,0.98,0.9733333333333333,1.0,0.58,0.57,0.6273333333333333,0.86,0.5606666666666666,0.34,0.4393333333333333,0.66,0.4393333333333333,0.66,13.780666666666669,15.3,0.5013333333333334,0.61,10.754000000000001,9.33,11.107333333333335,9.53
Ufuba wa Hulana Ruleset/Ufuba wa Hulana (Ludii 3) (Reconstructed),Gala,Sabou'iyya,Kharebga (5x5),Yote,Seega Ruleset/Khamsawee (Observed),Mraha wa Bwe,Shantarad,T'oki,Santorini,Fart (5x5),1277.7053846153847,1455.0,685.8469230769231,1192.0,653.6069230769232,125.9,0.9576923076923076,0.97,0.9715384615384616,1.0,0.6153846153846154,0.68,0.6161538461538462,0.64,0.5700000000000001,0.44,0.43,0.56,0.43,0.56,13.912307692307694,14.52,0.49923076923076903,0.58,10.567692307692308,9.75,10.881538461538462,9.99
Ufuba wa Hulana Ruleset/Ufuba wa Hulana (Ludii 4) (Reconstructed),Sabou'iyya,Tre Guti,Seega Ruleset/Khamsawee (Observed),Yote,Gala,T'oki,Seega Ruleset/Sebawee (Observed),Koruboddo,Shantarad,Natt Klab ash-Shawk,1578.3428571428572,1776.0,633.8571428571429,1082.0,988.0878571428572,239.0,0.9785714285714286,0.96,0.9907142857142858,1.0,0.5878571428571429,0.59,0.682142857142857,0.82,0.46499999999999997,0.32,0.535,0.68,0.535,0.68,14.277142857142861,14.93,0.4835714285714286,0.6,11.73,9.48,11.937857142857144,9.69
Ufuba wa Hulana Ruleset/Ufuba wa Hulana (Ludii 5) (Reconstructed),Yote,Kharebga (5x5),Sabou'iyya,Santorini,Mraha wa Bwe,Seega Ruleset/Khamsawee (Observed),T'oki,Shantarad,Gala,Gala (Buginese),1215.87,1589.0,669.9281818181818,1150.0,622.0454545454545,222.6,0.9745454545454546,0.97,0.9663636363636363,1.0,0.6081818181818183,0.56,0.6027272727272728,0.88,0.5990909090909091,0.4,0.40090909090909094,0.6,0.40090909090909094,0.6,13.794545454545453,15.21,0.48363636363636364,0.61,11.185454545454546,9.8,11.434545454545455,10.08
Ufuba wa Hulana Ruleset/Ufuba wa Hulana (Ludii 6) (Reconstructed),Santorini,Seega Ruleset/Khamsawee (Observed),Gala,Kharebga (5x5),Natt Klab ash-Shawk,Shantarad,T'oki,Sabou'iyya,Gala (Buginese),Yote,1310.9641666666666,1464.0,645.6675,1178.0,704.4583333333334,249.5,0.9766666666666666,0.98,0.9691666666666666,1.0,0.5991666666666667,0.66,0.6358333333333334,0.68,0.5625000000000001,0.46,0.4375,0.54,0.4375,0.54,13.553333333333335,14.43,0.48,0.58,10.876666666666667,9.84,11.105833333333335,10.03
Ufuba wa Hulana Ruleset/Ufuba wa Hulana (Ludii 7) (Reconstructed),Ludus Coriovalli Ruleset/Blocking Game Four pieces - Top Extension No Joined Diagonal (Suggested),Mraha wa Bwe,Yote,Kharebga (5x5),Seega Ruleset/Khamsawee (Observed),Marelle Quadruple,Sabou'iyya,Shantarad,Santorini,T'oki,1506.8856250000001,1446.0,557.2506249999999,1153.0,999.8056250000001,258.8,0.965625,0.99,0.96625,1.0,0.59375,0.65,0.6881249999999999,0.71,0.463125,0.47,0.536875,0.53,0.536875,0.53,12.926250000000001,14.75,0.495625,0.59,10.390625,9.38,10.645624999999999,9.49
Ufuba wa Hulana Ruleset/Ufuba wa Hulana (Ludii 8) (Reconstructed),Fart (5x5),Mraha wa Bwe,Gala,Santorini,Sabou'iyya,Gala (Buginese),Kharebga (5x5),Shantarad,Seega Ruleset/Khamsawee (Observed),Yote,1232.0518181818181,228.9,694.5827272727273,640.8,593.4536363636364,57.96,0.95,0.93,0.968181818181818,1.0,0.6345454545454546,0.82,0.5499999999999999,0.35,0.5827272727272728,0.93,0.41727272727272724,0.07,0.41727272727272724,0.19,14.647272727272725,15.14,0.5218181818181818,0.61,10.61909090909091,10.8,10.98909090909091,11.61
Ufuba wa Hulana Ruleset/Ufuba wa Hulana (Ludii 9) (Reconstructed),Sabou'iyya,Kharebga (5x5),Gala,Seega Ruleset/Khamsawee (Observed),Shantarad,Mraha wa Bwe,T'oki,Natt Klab ash-Shawk,Seega Ruleset/Sebawee (Observed),Yote,1544.7714285714285,514.1,696.1642857142857,962.0,863.8664285714286,48.33,0.9785714285714286,0.86,0.9907142857142857,1.0,0.597857142857143,0.77,0.6628571428571428,0.47,0.4842857142857143,0.81,0.5157142857142857,0.19,0.5157142857142857,0.19,14.668571428571429,16.24,0.48,0.65,12.165714285714285,10.68,12.375714285714283,12.03
Ufuba wa Hulana Ruleset/Ufuba wa Hulana (Ludii 10) (Reconstructed),Yote,Shantarad,Fart (5x5),T'oki,Sabou'iyya,Seega Ruleset/Khamsawee (Observed),Mraha wa Bwe,Kharebga (5x5),Gala,Santorini,1187.3976923076925,278.9,761.4853846153845,740.4,512.0353846153847,32.13,0.9561538461538461,0.95,0.9715384615384616,1.0,0.6153846153846154,0.85,0.616153846153846,0.3,0.5869230769230769,0.9,0.4130769230769232,0.1,0.4130769230769232,0.1,15.008461538461539,15.14,0.5246153846153846,0.61,10.758461538461539,10.87,11.093846153846156,11.36
Damat Ruleset/Damat (Ludii 1) (Reconstructed),Dam,Diagonal Draughts,Jekab,Ludus Latrunculorum Ruleset/Falkener (Suggested),Canadian Draughts Ruleset/Standard (Described),Doov,English Draughts,International Draughts,Canadian Draughts Ruleset/Huff Rule (Described),Brazilian Draughts,1031.3846153846155,450.2,703.926923076923,794.5,576.2084615384615,143.9,0.8953846153846154,1.0,0.5376923076923077,0.5,0.3938461538461538,0.36,0.7092307692307691,0.73,0.6915384615384617,0.87,0.30846153846153845,0.13,0.30846153846153845,0.13,17.911538461538463,44.25,0.1776923076923077,0.31,15.01,15.79,15.895384615384614,15.81
Damat Ruleset/Damat (Ludii 2) (Reconstructed),Dama (Comoros),Canadian Draughts Ruleset/Huff Rule (Described),Dam,Bashni,Jekab,International Draughts,Canadian Draughts Ruleset/Standard (Described),English Draughts,Diagonal Draughts,Brazilian Draughts,943.2062500000001,471.6,700.196875,821.1,486.32,140.4,0.87125,1.0,0.555625,0.5,0.43500000000000005,0.35,0.725,0.7,0.714375,0.84,0.2856249999999999,0.16,0.2856249999999999,0.16,18.971874999999997,43.51,0.19625,0.3,14.3525,15.99,15.435,16.01
Damat Ruleset/Damat (Ludii 3) (Reconstructed),International Draughts,Diagonal Draughts,Moo,Canadian Draughts Ruleset/Standard (Described),Unnamed Dutch Draughts Game,Dama (Italy),English Draughts,Brazilian Draughts,Canadian Draughts Ruleset/Huff Rule (Described),Ludus Latrunculorum Ruleset/Falkener (Suggested),859.9463636363636,607.5,689.5881818181817,917.6,428.0481818181817,163.2,0.8913636363636361,0.99,0.5318181818181817,0.5,0.44909090909090915,0.51,0.7186363636363636,0.98,0.7427272727272727,0.8,0.25727272727272726,0.2,0.25727272727272726,0.2,17.203636363636363,39.33,0.18590909090909094,0.27,13.466818181818184,16.94,14.490454545454547,17.06
Damat Ruleset/Damat (Ludii 4) (Reconstructed),Canadian Draughts Ruleset/Standard (Described),Zuz Mel (5x5),Ludus Latrunculorum Ruleset/Falkener (Suggested),Dam,Shashki,Pleasant Draughts,Coc-Inbert,Canadian Draughts Ruleset/Huff Rule (Described),International Draughts,Brazilian Draughts,1052.5844444444447,2045.0,476.1077777777778,938.1,780.8472222222223,103.1,0.9061111111111112,0.82,0.5983333333333333,0.5,0.4311111111111111,0.5,0.6783333333333332,1.0,0.6377777777777779,0.0,0.3572222222222221,0.82,0.3622222222222221,1.0,21.516111111111112,23.69,0.25444444444444453,0.16,18.287777777777777,26.18,19.19333333333333,36.97
