Game Name,Num Flags On,Properties,Format,Time,Discrete,Realtime,Turns,Alternating,Simultaneous,Stochastic,HiddenInformation,Match,Asymmetric,AsymmetricForces,AsymmetricPiecesType,Players,Simulation,Solitaire,TwoPlayer,Multiplayer,Cooperation,Team,Puzzle,DeductionPuzzle,PlanningPuzzle,Equipment,Container,Board,Shape,SquareShape,HexShape,TriangleShape,DiamondShape,RectangleShape,SpiralShape,CircleShape,StarShape,Tiling,SquareTiling,HexTiling,TriangleTiling,SemiRegularTiling,MorrisTiling,CircleTiling,SpiralTiling,AlquerqueTiling,MancalaBoard,MancalaStores,MancalaTwoRows,MancalaThreeRows,MancalaFourRows,MancalaSixRows,MancalaCircular,Track,TrackLoop,TrackOwned,Hints,Region,Boardless,PlayableSites,Vertex,Cell,Edge,MultiGraphElement,Hand,ManyContainers,Component,Piece,PieceValue,PieceDirection,Dice,Domino,LargePiece,Tile,Rules,Meta,OpeningContract,SwapOption,Repetition,PositionalSuperko,AutoMove,Start,PiecesPlacedOnBoard,PiecesPlacedOutsideBoard,InitialRandomPlacement,InitialScore,InitialCost,Play,Moves,Add,AddDecision,Step,StepDecision,StepToEmpty,StepToFriend,StepToEnemy,Slide,SlideDecision,Leap,LeapDecision,LeapToEmpty,LeapToEnemy,Hop,HopDecision,HopMoreThanOne,HopEnemyToEmpty,HopFriendToEmpty,HopEnemyToEnemy,HopFriendToEnemy,Sow,SowEffect,SowCapture,SowRemove,SowBacktracking,SowProperties,SowSkip,SowOriginFirst,SowCW,SowCCW,Bet,BetDecision,Vote,VoteDecision,Promotion,Remove,RemoveDecision,FromTo,Rotation,Push,Flip,SwapPieces,SwapPiecesDecision,SwapPlayers,SwapPlayersDecision,TakeControl,Shoot,ShootDecision,Priority,ByDieMove,MaxMovesInTurn,MaxDistance,SetNextPlayer,Capture,ReplacementCapture,HopCapture,HopCaptureMoreThanOne,DirectionCapture,EncloseCapture,CustodialCapture,InterveneCapture,SurroundCapture,CaptureSequence,MaxCapture,Conditions,SpaceConditions,Line,Connection,Group,Contains,Loop,Pattern,PathExtent,Territory,Fill,Distance,MoveConditions,Stalemate,CanMove,CanNotMove,PieceConditions,NoPiece,Threat,IsEmpty,IsEnemy,IsFriend,LineOfSight,Directions,AbsoluteDirections,AllDirections,AdjacentDirection,OrthogonalDirection,DiagonalDirection,RotationalDirection,SameLayerDirection,RelativeDirections,ForwardDirection,BackwardDirection,ForwardsDirection,BackwardsDirection,RightwardDirection,LeftwardDirection,RightwardsDirection,LeftwardsDirection,ForwardLeftDirection,ForwardRightDirection,BackwardLeftDirection,BackwardRightDirection,SameDirection,OppositeDirection,Information,HidePieceType,HidePieceOwner,HidePieceValue,InvisiblePiece,Phase,Scoring,PieceCount,SumDice,End,SpaceGoal,LineGoal,ConnectionGoal,GroupGoal,LoopGoal,PathExtentGoal,TerritoryGoal,WarGoal,Checkmate,RaceGoal,Escape,FillGoal,ReachGoal,ScoringGoal,StalemateGoal,Math,Arithmetic,Operations,Addition,Subtraction,Multiplication,Division,Modulo,Absolute,Exponentiation,Minimum,Maximum,Comparison,Equal,NotEqual,LesserThan,LesserThanOrEqual,GreaterThan,GreaterThanOrEqual,Parity,Even,Odd,Logic,Conjunction,Disjunction,Negation,Set,Union,Intersection,Complement,Algorithmics,ConditionalStatement,ControlFlowStatement,Visual,Style,BoardStyle,GraphStyle,ChessStyle,GoStyle,MancalaStyle,PenAndPaperStyle,ShibumiStyle,BackgammonStyle,JanggiStyle,XiangqiStyle,ShogiStyle,TableStyle,SurakartaStyle,TaflStyle,NoBoard,ComponentStyle,AnimalComponent,ChessComponent,FairyChessComponent,PloyComponent,ShogiComponent,XiangqiComponent,StrategoComponent,HandComponent,CheckersComponent,BallComponent,TaflComponent,DiscComponent,StackType,Stack,Symbols,ShowPieceValue,ShowPieceState,Implementation,State,StateType,StackState,PieceState,SiteState,RotationState,VisitedSites,Variable,InternalCounter,PlayerValue,Efficiency,CopyContext,Then,ForEachPiece,DoLudeme,NumPlayers,NumPlayableSitesOnBoard,NumColumns,NumRows,NumCorners,NumDirections,NumOrthogonalDirections,NumDiagonalDirections,NumAdjacentDirections,NumOffDiagonalDirections,NumOuterSites,NumInnerSites,NumLayers,NumEdges,NumCells,NumVertices,NumPerimeterSites,NumTopSites,NumBottomSites,NumRightSites,NumLeftSites,NumCentreSites,NumConvexCorners,NumConcaveCorners,NumPhasesBoard,NumContainers,NumPlayableSites,NumComponentsType,NumComponentsTypePerPlayer,NumDice,NumPlayPhase
Choko-,71,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,,,Yes,,Yes,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,,Yes,Yes,,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,Yes,,Yes,Yes,,2,41,5,5,4,5.76,3.2,2.56,3.2,0,16,9,1,40,16,25,16,5,5,5,5,1,4,0,2,3,43,2,1,0,1
Clobber-,47,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,Yes,,,,,,,,,,,,Yes,Yes,,,Yes,,,,Yes,,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,Yes,,2,100,10,10,4,6.84,3.6,3.24,6.84,0,36,64,1,220,100,121,36,10,10,10,10,4,4,0,2,1,100,2,1,0,1
Fang-,71,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,,,Yes,,Yes,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,Yes,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,Yes,,Yes,,,,,,,,Yes,Yes,,,,Yes,,,,,Yes,Yes,Yes,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,Yes,Yes,,2,85,7,7,4,6.37,3.59,2.78,3.59,0,24,25,1,88,36,49,24,7,7,7,7,1,4,0,3,3,87,2,1,0,3
Fanorona-,70,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,Yes,,,,,Yes,,,,Yes,,,,,,,Yes,,,,,,,,,,,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,Yes,Yes,,Yes,,,,,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,Yes,Yes,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,,Yes,,,,Yes,Yes,Yes,Yes,,2,45,9,5,4,4.8,4.8,0,4.8,0,24,21,1,108,64,45,24,9,9,5,5,1,4,0,3,1,45,2,1,0,1
Gundru-,75,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,Yes,,,,Yes,Yes,,,,,,,,Yes,Yes,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,Yes,,Yes,,,,Yes,,,,,Yes,Yes,,,,Yes,,,,,,,Yes,Yes,,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,Yes,Yes,,2,145,9,9,4,6.72,3.56,3.16,3.56,0,32,49,1,144,64,81,32,9,9,9,9,1,4,0,2,3,147,2,1,0,1
Ja-Jeon-Geo-Gonu-,67,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,,Yes,,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,Yes,,,Yes,,2,16,4,4,4,5.25,3,2.25,3,0,12,4,1,24,9,16,12,4,4,4,4,4,4,0,2,1,16,2,1,0,1
Lattaque-,72,Yes,Yes,Yes,Yes,,Yes,Yes,,,Yes,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,Yes,,Yes,,,,Yes,Yes,,,Yes,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,Yes,,,Yes,,,,Yes,,,,,,,,,Yes,,Yes,,,,,,,,,,,Yes,,Yes,Yes,,2,84,9,10,4,6.19,3.33,2.86,6.19,0,34,50,1,196,84,110,34,9,9,10,10,4,4,0,2,3,108,24,12,0,2
Ludus_Latrunculorum-Schadler,76,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,Yes,Yes,Yes,Yes,,,,,,,Yes,Yes,,,Yes,Yes,,Yes,,Yes,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,Yes,,,,,,,,,,,,Yes,,Yes,,Yes,,,Yes,Yes,Yes,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,Yes,Yes,,,Yes,,,Yes,,,,Yes,Yes,Yes,Yes,,2,64,8,8,4,6.56,3.5,3.06,6.56,0,28,36,1,144,64,81,28,8,8,8,8,4,4,0,2,3,66,4,2,0,2
Ludus_Latrunculorum-Museum_Quintana,61,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,Yes,Yes,,,,,,,Yes,Yes,,,Yes,Yes,,Yes,Yes,,,,,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,Yes,Yes,,,,Yes,,,,,,,,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,,2,64,8,8,4,6.56,3.5,3.06,6.56,0,28,36,1,144,64,81,28,8,8,8,8,4,4,0,2,1,64,2,1,0,1
Ludus_Latrunculorum-Falkener,59,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,Yes,Yes,,,,,,,Yes,Yes,,,Yes,Yes,,Yes,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,Yes,,,,,,,,,,,,Yes,Yes,,,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,,Yes,Yes,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,,2,144,12,12,4,7.03,3.67,3.36,7.03,0,44,100,1,312,144,169,44,12,12,12,12,4,4,0,2,1,144,2,1,0,1
Ludus_Latrunculorum-Kowalski_8x12,67,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,,,,,Yes,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,Yes,Yes,,,,,,,Yes,Yes,,,Yes,Yes,,Yes,Yes,,,,,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,Yes,,,Yes,Yes,,,,Yes,,,,,,,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,Yes,Yes,,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,,2,96,12,8,4,6.79,3.58,3.21,6.79,0,36,60,1,212,96,117,36,12,12,8,8,4,4,0,2,1,96,4,2,0,1
Ludus_Latrunculorum-Kowalski_10x11,68,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,,,,,Yes,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,Yes,Yes,,,,,,,Yes,Yes,,,Yes,Yes,,Yes,Yes,,,,,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,Yes,,,Yes,Yes,,,,Yes,,,,,,,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,,2,110,11,10,4,6.89,3.62,3.27,6.89,0,38,72,1,241,110,132,38,11,11,10,10,2,4,0,2,1,110,4,2,0,1
Ludus_Latrunculorum-Bell_8x7,79,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,,,,,Yes,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,Yes,Yes,Yes,Yes,,,,,,,Yes,Yes,,,Yes,Yes,,Yes,,Yes,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,Yes,Yes,,,,Yes,,,,,,,,,,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,Yes,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,Yes,,,,,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,Yes,Yes,,,,,,,,Yes,,Yes,Yes,Yes,Yes,,2,56,7,8,4,6.46,3.46,3,6.46,0,26,30,1,127,56,72,26,7,7,8,8,2,4,0,2,3,60,4,2,0,3
Ludus_Latrunculorum-Bell_8x8,79,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,Yes,Yes,Yes,Yes,,,,,,,Yes,Yes,,,Yes,Yes,,Yes,,Yes,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,Yes,Yes,,,,Yes,,,,,,,,,,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,Yes,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,Yes,,,,,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,Yes,Yes,,,,,,,,Yes,,Yes,Yes,Yes,Yes,,2,64,8,8,4,6.56,3.5,3.06,6.56,0,28,36,1,144,64,81,28,8,8,8,8,4,4,0,2,3,68,4,2,0,3
Maak_Yek-,56,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,Yes,,,,Yes,Yes,,,,Yes,,,,,,,,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,Yes,Yes,,2,64,8,8,4,6.56,3.5,3.06,6.56,0,28,36,1,144,64,81,28,8,8,8,8,4,4,0,2,1,64,2,1,0,1
Mapuche_Game-,70,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,Yes,,Yes,Yes,,,,Yes,Yes,Yes,Yes,,,Yes,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,Yes,Yes,,,,Yes,,,,,,,Yes,,Yes,,Yes,Yes,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,,,Yes,Yes,,,,,,Yes,Yes,Yes,Yes,Yes,2,21,13,11,17,1.9,1.9,0,1.9,0,21,0,1,20,0,21,21,1,2,2,2,1,15,16,2,4,27,6,1,4,1
Mehen-Kendall,74,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,Yes,,,,,,,Yes,,,,,,,,,Yes,,,,,,Yes,Yes,,,,Yes,Yes,Yes,Yes,,,Yes,,,,Yes,,,,,,,Yes,,Yes,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,Yes,,,,,,,,,,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,Yes,Yes,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,,,,,,Yes,Yes,,,Yes,Yes,,,,,,Yes,Yes,Yes,Yes,Yes,2,88,86,86,56,1.98,1.98,0,1.98,0,88,0,1,87,0,88,88,1,1,1,1,1,52,15,2,4,96,10,3,4,1
Mini_Wars-,82,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,,Yes,,,Yes,,Yes,Yes,,,,Yes,Yes,Yes,Yes,,Yes,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,Yes,,Yes,,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,Yes,,,,,,Yes,,,,,Yes,,,Yes,,,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,Yes,,,Yes,Yes,,,,,,Yes,Yes,Yes,Yes,Yes,2,61,9,9,6,9.44,5.11,4.33,5.11,0,24,37,1,210,61,150,24,5,5,1,1,1,6,0,3,2,75,57,19,0,1
Oust-,53,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,,Yes,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,Yes,Yes,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,Yes,,Yes,,,,,Yes,Yes,,,Yes,Yes,,,Yes,,Yes,Yes,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,Yes,,,Yes,,,,,,,,,,,Yes,Yes,Yes,,Yes,2,127,13,13,6,10.2,5.39,4.82,5.39,0,36,91,1,420,127,294,36,7,7,1,1,1,6,0,3,1,127,2,1,0,1
